左端STA[mm],右端STA[mm],web_thickness[mm],スティフナー間隔de[mm],he[mm],スティフナー厚さts[mm],bs1_bottom[mm],bs2_height[mm],I[mm^4],I_U[mm^4],M.S.
4000,4500,1.6,166.66666666666666,166.218045113,1.8,12,6,149.4288,67.8996505095,1.20073003143
