ç∂í[STA[mm],âEí[STA[mm],ï™äÑêî,ä‘äude[mm],webå˙Ç≥[mm],STAç≈è¨Ç…Ç®ÇØÇÈwebçÇÇ≥[mm],q_max[N/m],F_scr[MPa],F_su[MPa],f_s[MPa],M.S.
4000,4500,3,166.66666666666666,1.6,173.42857142857144,31657.2126476,51.0310234019,303.3693998181163,19.7857579047,1.5791796123
