ç∂í[STA[mm],âEí[STA[mm],p[mm],D[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
4000,4500,17.1257575758,3.175,19.7857579047,24.2887234968,303.3693998181163,51.0310234019,1.10101709991
