ç∂í[STA[mm],âEí[STA[mm],p[mm],D[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
1000,1500,23.8125,3.96875,76.801030224,92.1612362689,303.3693998181163,135.375637427,0.468899972567
