ç∂í[STA[mm],âEí[STA[mm],q_max[N/m],N,D[mm],p[mm],Ps[N],P_allow[N],M.S.
1000,1500,122881.648358,2,3.96875,15.875,975.373083845,2558.8081024251806,1.62341471669
