ç∂í[STA[mm],âEí[STA[mm],K[MPa],As[mm^2],dc[mm],D[mm],p[mm],Pf[N],P_allow[N],M.S.
1000,1500,172,61.559999999999995,83.33333333333333,3.96875,23.8125,3025.61244,3497.03773998108,0.155811528849
