ç∂í[STA[mm],âEí[STA[mm],ï™äÑêî,ä‘äude[mm],webå˙Ç≥[mm],STAç≈è¨Ç…Ç®ÇØÇÈwebçÇÇ≥[mm],q_max[N/m],F_scr[MPa],F_su[MPa],f_s[MPa],M.S.
1000,1500,6,83.33333333333333,1.6,303.7142857142857,122881.648358,135.375637427,303.3693998181163,76.801030224,0.762679967081
