ç∂í[STA[mm],âEí[STA[mm],D[mm],p[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
1000,1500,3.96875,15.875,76.801030224,102.401373632,303.3693998181163,135.375637427,0.322009975311
