ç∂í[STA[mm],âEí[STA[mm],web_thickness[mm],momentum[N*m],tf[mm],b_bottom_f1[mm],b_height_f2[mm],P[N],A[mm^2],fc[MPa],sqrt(Fcy/E)(b/t),Fcc[MPa],M.S.
1000,1500,1.6,60233,8,15,17,209337.057035,332.8,629.017599263,0.152348125871,647.9010342677027,0.0300205193415
