ç∂í[STA[mm],âEí[STA[mm],D[mm],p[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
2000,2500,3.96875,15.875,60.8943156528,81.1924208704,303.3693998181163,99.9645826075,0.231205838376
