ç∂í[STA[mm],âEí[STA[mm],ï™äÑêî,ä‘äude[mm],webå˙Ç≥[mm],STAç≈è¨Ç…Ç®ÇØÇÈwebçÇÇ≥[mm],q_max[N/m],F_scr[MPa],F_su[MPa],f_s[MPa],M.S.
2000,2500,5,100.0,1.6,260.2857142857143,97430.9050445,99.9645826075,303.3693998181163,60.8943156528,0.641607784502
