ç∂í[STA[mm],âEí[STA[mm],web_thickness[mm],momentum[N*m],tf[mm],b_bottom_f1[mm],b_height_f2[mm],P[N],A[mm^2],fc[MPa],sqrt(Fcy/E)(b/t),Fcc[MPa],M.S.
2000,2500,1.6,30306,5,15,15,121757.494878,226.8,536.849624681,0.243757001393,647.9010342677027,0.206857571434
