ç∂í[STA[mm],âEí[STA[mm],p[mm],D[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
2000,2500,23.8125,3.96875,60.8943156528,73.0731787834,303.3693998181163,99.9645826075,0.368006487085
