ç∂í[STA[mm],âEí[STA[mm],web_thickness[mm],momentum[N*m],tf[mm],b_bottom_f1[mm],b_height_f2[mm],P[N],A[mm^2],fc[MPa],sqrt(Fcy/E)(b/t),Fcc[MPa],M.S.
1500,2000,1.6,44117,8,15,15,169290.625777,316.8,534.376975306,0.152348125871,647.9010342677027,0.212441898151
