ç∂í[STA[mm],âEí[STA[mm],D[mm],p[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
1500,2000,3.96875,15.875,71.920791387,95.894388516,303.3693998181163,97.9907430965,0.0218610766788
