左端STA[mm],右端STA[mm],web_thickness[mm],スティフナー間隔de[mm],he[mm],スティフナー厚さts[mm],bs1_bottom[mm],bs2_height[mm],I[mm^4],I_U[mm^4],M.S.
1500,2000,1.6,100.0,260.599190283,1.8,15,17,2973.4607999999994,2940.06515893,0.0113588098457
