ç∂í[STA[mm],âEí[STA[mm],p[mm],D[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
1500,2000,23.8125,3.96875,71.920791387,86.3049496644,303.3693998181163,97.9907430965,0.13540119631
