ç∂í[STA[mm],âEí[STA[mm],q_max[N/m],N,D[mm],p[mm],Ps[N],P_allow[N],M.S.
1500,2000,115073.266219,2,3.96875,15.875,913.394050615,2558.8081024251806,1.80142847515
