ç∂í[STA[mm],âEí[STA[mm],web_thickness[mm],momentum[N*m],tf[mm],b_bottom_f1[mm],b_height_f2[mm],P[N],A[mm^2],ft[MPa],Ftu[MPa],M.S.
1500,2000,1.6,44117,8,27,15,169290.625777,412.8,410.103260118,413.6855452065222,0.00873508073872
