ç∂í[STA[mm],âEí[STA[mm],ï™äÑêî,ä‘äude[mm],webå˙Ç≥[mm],STAç≈è¨Ç…Ç®ÇØÇÈwebçÇÇ≥[mm],q_max[N/m],F_scr[MPa],F_su[MPa],f_s[MPa],M.S.
4500,5000,2,250.0,1.6,151.71428571428572,13467.7081537,17.6906417761,303.3693998181163,8.41731759604,1.10169588758
