ç∂í[STA[mm],âEí[STA[mm],D[mm],p[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
4500,5000,3.175,19.049999999999997,8.41731759604,10.1007811152,303.3693998181163,17.6906417761,0.751413239653
