ç∂í[STA[mm],âEí[STA[mm],D[mm],p[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
2500,3000,3.96875,15.875,51.5255634964,68.7007513286,303.3693998181163,101.938422119,0.48380359963
