ç∂í[STA[mm],âEí[STA[mm],web_thickness[mm],momentum[N*m],tf[mm],b_bottom_f1[mm],b_height_f2[mm],P[N],A[mm^2],ft[MPa],Ftu[MPa],M.S.
2500,3000,1.6,19505,4,15,21,85783.3974711,220.8,388.511763909,393.0012679461961,0.0115556450386
