左端STA[mm],右端STA[mm],web_thickness[mm],スティフナー間隔de[mm],he[mm],スティフナー厚さts[mm],bs1_bottom[mm],bs2_height[mm],I[mm^4],I_U[mm^4],M.S.
2500,3000,1.6,100.0,227.375,1.8,15,15,2050.6607999999997,1906.89408,0.0753931335295
