ç∂í[STA[mm],âEí[STA[mm],p[mm],D[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
2500,3000,23.8125,3.96875,51.5255634964,61.8306761957,303.3693998181163,101.938422119,0.648670666256
