ç∂í[STA[mm],âEí[STA[mm],ï™äÑêî,ä‘äude[mm],webå˙Ç≥[mm],STAç≈è¨Ç…Ç®ÇØÇÈwebçÇÇ≥[mm],q_max[N/m],F_scr[MPa],F_su[MPa],f_s[MPa],M.S.
2500,3000,5,100.0,1.6,238.57142857142856,82440.9015943,101.938422119,303.3693998181163,51.5255634964,0.978404799507
