ç∂í[STA[mm],âEí[STA[mm],web_thickness[mm],momentum[N*m],tf[mm],b_bottom_f1[mm],b_height_f2[mm],P[N],A[mm^2],fc[MPa],sqrt(Fcy/E)(b/t),Fcc[MPa],M.S.
2500,3000,1.6,19505,4,15,15,85783.3974711,196.8,435.891247313,0.304696251741,647.9010342677027,0.486382298938
