ç∂í[STA[mm],âEí[STA[mm],ï™äÑêî,ä‘äude[mm],webå˙Ç≥[mm],STAç≈è¨Ç…Ç®ÇØÇÈwebçÇÇ≥[mm],q_max[N/m],F_scr[MPa],F_su[MPa],f_s[MPa],M.S.
3500,4000,3,166.66666666666666,1.6,195.14285714285717,50477.8011415,46.7675300579,303.3693998181163,31.5486257134,0.482395159864
