ç∂í[STA[mm],âEí[STA[mm],D[mm],p[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
3500,4000,3.96875,23.8125,31.5486257134,37.8583508561,303.3693998181163,46.7675300579,0.235329299887
