ç∂í[STA[mm],âEí[STA[mm],web_thickness[mm],momentum[N*m],tf[mm],b_bottom_f1[mm],b_height_f2[mm],P[N],A[mm^2],fc[MPa],sqrt(Fcy/E)(b/t),Fcc[MPa],M.S.
3500,4000,1.6,5757,2.0,20,20,31474.1363773,156.8,200.727910569,0.812523337977,342.082652625,0.704210698225
