ç∂í[STA[mm],âEí[STA[mm],q_max[N/m],N,D[mm],p[mm],Ps[N],P_allow[N],M.S.
3000,3500,68244.7288438,2,3.96875,23.8125,812.538802797,2558.8081024251806,2.14915188495
