ç∂í[STA[mm],âEí[STA[mm],K[MPa],As[mm^2],dc[mm],D[mm],p[mm],Pf[N],P_allow[N],M.S.
3000,3500,172,43.56,125.0,3.96875,23.8125,1427.28696,3497.03773998108,1.45012939793
