ç∂í[STA[mm],âEí[STA[mm],web_thickness[mm],momentum[N*m],tf[mm],b_bottom_f1[mm],b_height_f2[mm],P[N],A[mm^2],fc[MPa],sqrt(Fcy/E)(b/t),Fcc[MPa],M.S.
3000,3500,1.6,11503,2.5,25,25,57067.3972005,201.8,282.791859269,0.812523337977,342.082652625,0.209662306082
