ç∂í[STA[mm],âEí[STA[mm],p[mm],D[mm],fs[MPa],fsj[MPa],Fsu[MPa],fscr[MPa],M.S.
3000,3500,23.8125,3.96875,42.6529555274,51.1835466329,303.3693998181163,69.9525398368,0.366699739245
