ç∂í[STA[mm],âEí[STA[mm],ï™äÑêî,ä‘äude[mm],webå˙Ç≥[mm],STAç≈è¨Ç…Ç®ÇØÇÈwebçÇÇ≥[mm],q_max[N/m],F_scr[MPa],F_su[MPa],f_s[MPa],M.S.
3000,3500,4,125.0,1.6,216.85714285714286,68244.7288438,69.9525398368,303.3693998181163,42.6529555274,0.640039687094
